Exemplar,Target,Count
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000050_cropped.jpg,203.08761596679688
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000051_cropped.jpg,137.88980102539062
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000052_cropped.jpg,181.0538330078125
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000053_cropped.jpg,253.2338104248047
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000054_cropped.jpg,245.35594177246094
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000055_cropped.jpg,138.85311889648438
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000056_cropped.jpg,127.65602111816406
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000057_cropped.jpg,153.40963745117188
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000058_cropped.jpg,139.53582763671875
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000059_cropped.jpg,78.59088134765625
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000050_cropped.jpg,124.37842559814453
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000051_cropped.jpg,75.64705657958984
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000052_cropped.jpg,81.01849365234375
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000053_cropped.jpg,117.02792358398438
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000054_cropped.jpg,129.308349609375
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000055_cropped.jpg,85.95320892333984
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000056_cropped.jpg,70.18984985351562
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000057_cropped.jpg,102.53892517089844
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000058_cropped.jpg,78.16966247558594
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000059_cropped.jpg,51.0560302734375
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000007_cropped.jpg,69.84542083740234
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000001_cropped.jpg,94.75007629394531
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000003_cropped.jpg,195.12142944335938
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000011_cropped.jpg,129.85629272460938
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000008_cropped.jpg,135.65074157714844
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000010_cropped.jpg,164.85955810546875
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000002_cropped.jpg,100.35606384277344
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000009_cropped.jpg,154.7313690185547
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000006_cropped.jpg,86.43914794921875
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000004_cropped.jpg,173.86764526367188
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000005_cropped.jpg,127.24761962890625
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000007_cropped.jpg,51.69234848022461
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000001_cropped.jpg,58.565528869628906
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000003_cropped.jpg,93.2977294921875
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000011_cropped.jpg,83.2135009765625
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000008_cropped.jpg,68.26968383789062
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000010_cropped.jpg,77.733154296875
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000002_cropped.jpg,73.21827697753906
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000009_cropped.jpg,110.9322509765625
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000006_cropped.jpg,71.22457885742188
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000004_cropped.jpg,110.78945922851562
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000005_cropped.jpg,69.43144226074219
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000013_cropped.jpg,98.29803466796875
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000014_cropped.jpg,130.45022583007812
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000015_cropped.jpg,96.77835845947266
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000016_cropped.jpg,96.74288940429688
