Exemplar,Target,Count
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000050_cropped.jpg,93.84387969970703
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000051_cropped.jpg,63.04636001586914
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000052_cropped.jpg,71.7970199584961
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000053_cropped.jpg,98.19189453125
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000054_cropped.jpg,129.8179931640625
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000055_cropped.jpg,66.37871551513672
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000056_cropped.jpg,49.81425857543945
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000057_cropped.jpg,61.02043533325195
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000058_cropped.jpg,60.045536041259766
exemp1,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000059_cropped.jpg,45.05839538574219
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000050_cropped.jpg,126.07296752929688
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000051_cropped.jpg,80.93450927734375
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000052_cropped.jpg,73.52088928222656
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000053_cropped.jpg,116.173583984375
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000054_cropped.jpg,146.07601928710938
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000055_cropped.jpg,88.82843780517578
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000056_cropped.jpg,71.24932861328125
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000057_cropped.jpg,91.1733627319336
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000058_cropped.jpg,94.98394775390625
exemp2,12-09-22_SEN9_1.8_6_200-300_Test.781ne9yj.000059_cropped.jpg,54.705718994140625
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000007_cropped.jpg,41.54405212402344
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000001_cropped.jpg,57.267723083496094
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000003_cropped.jpg,81.19746398925781
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000011_cropped.jpg,73.59683227539062
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000008_cropped.jpg,78.38787841796875
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000010_cropped.jpg,77.13452911376953
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000002_cropped.jpg,75.07552337646484
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000009_cropped.jpg,75.39704895019531
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000006_cropped.jpg,45.088035583496094
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000004_cropped.jpg,76.29926300048828
exemp1,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000005_cropped.jpg,67.84141540527344
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000007_cropped.jpg,71.025390625
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000001_cropped.jpg,85.73530578613281
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000003_cropped.jpg,92.59107208251953
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000011_cropped.jpg,101.66078186035156
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000008_cropped.jpg,106.61805725097656
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000010_cropped.jpg,97.9612045288086
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000002_cropped.jpg,121.07331848144531
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000009_cropped.jpg,106.43460083007812
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000006_cropped.jpg,76.50936889648438
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000004_cropped.jpg,110.04768371582031
exemp2,12-09-22_SEN9_1.8_6_300-400_Test.781n5gky.000005_cropped.jpg,83.08436584472656
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000013_cropped.jpg,33.95612335205078
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000014_cropped.jpg,47.7005729675293
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000015_cropped.jpg,32.904457092285156
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000016_cropped.jpg,36.274696350097656
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000017_cropped.jpg,30.71165657043457
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000008_cropped.jpg,30.824871063232422
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000009_cropped.jpg,29.94900894165039
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000010_cropped.jpg,54.5898551940918
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000011_cropped.jpg,63.772430419921875
exemp1,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000012_cropped.jpg,46.34814453125
exemp2,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000013_cropped.jpg,42.67888259887695
exemp2,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000014_cropped.jpg,45.50202178955078
exemp2,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000015_cropped.jpg,33.20473861694336
exemp2,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000016_cropped.jpg,40.79501724243164
exemp2,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000017_cropped.jpg,33.83412170410156
exemp2,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000008_cropped.jpg,37.27750778198242
exemp2,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000009_cropped.jpg,32.967403411865234
exemp2,01-24-23_SEN07_1.8_1_200-300.79vhpc8o.000010_cropped.jpg,64.52946472167969
