Exemplar,Target,bubble counts
exemp1,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000004_cropped.jpg,17.62469482
exemp1,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000001_cropped.jpg,18.76519585
exemp1,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000002_cropped.jpg,18.09524727
exemp1,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000000_cropped.jpg,17.11153793
exemp1,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000006_cropped.jpg,23.29320145
exemp1,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000005_cropped.jpg,19.2599678
exemp1,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000003_cropped.jpg,15.03358936
exemp1,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000008_cropped.jpg,16.08336639
exemp1,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000009_cropped.jpg,19.43302917
exemp1,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000007_cropped.jpg,17.8395977
exemp2,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000004_cropped.jpg,10.88877296
exemp2,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000001_cropped.jpg,11.41852379
exemp2,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000002_cropped.jpg,11.55306816
exemp2,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000000_cropped.jpg,10.73436165
exemp2,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000006_cropped.jpg,13.8578186
exemp2,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000005_cropped.jpg,9.681757927
exemp2,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000003_cropped.jpg,9.411811829
exemp2,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000008_cropped.jpg,8.890117645
exemp2,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000009_cropped.jpg,10.65415573
exemp2,04-25-23_SEN06_1.2_1_000-100.7dk9xc26.000007_cropped.jpg,12.18359947
exemp1,04-25-23_SEN06_1.2_1_100-200.7dk9pad2.000178_cropped.jpg,11.10432625
exemp1,04-25-23_SEN06_1.2_1_100-200.7dk9pad2.000171_cropped.jpg,12.84521484
exemp1,04-25-23_SEN06_1.2_1_100-200.7dk9pad2.000174_cropped.jpg,9.651140213
exemp1,04-25-23_SEN06_1.2_1_100-200.7dk9pad2.000176_cropped.jpg,8.823213577
exemp1,04-25-23_SEN06_1.2_1_100-200.7dk9pad2.000172_cropped.jpg,13.92254829
exemp1,04-25-23_SEN06_1.2_1_100-200.7dk9pad2.000173_cropped.jpg,13.3215065
exemp1,04-25-23_SEN06_1.2_1_100-200.7dk9pad2.000175_cropped.jpg,8.439080238
exemp1,04-25-23_SEN06_1.2_1_100-200.7dk9pad2.000179_cropped.jpg,8.361433029
